"","status_id","hashtags","nextid","nexttag"
"48","1192756402936254467","olderpeople","1192756402936254467","ageing"
"49","1192756402936254467","ageing","1192756402936254467","seniors"
"50","1192756402936254467","seniors","1192756402936254467","Harpenden"
"51","1192756402936254467","Harpenden","1192756402936254467","StAlbans"
"52","1192756402936254467","StAlbans","1192756402936254467","Watford"
"53","1192756402936254467","Watford","1192756402936254467","Health"
"54","1192756402936254467","Health","1192756402936254467","Homecare"
"55","1192756402936254467","Homecare","1192756402936254467","loneliness"
"56","1192756402936254467","loneliness","1192109141109747713",NA
"57","1192109141109747713","nans4grans","1192109141109747713","olderpeople"
"58","1192109141109747713","olderpeople","1192109141109747713","ageing"
"59","1192109141109747713","ageing","1192109141109747713","seniors"
"60","1192109141109747713","seniors","1192109141109747713","Harpenden"
"61","1192109141109747713","Harpenden","1192109141109747713","StAlbans"
"62","1192109141109747713","StAlbans","1192109141109747713","Watford"
"63","1192109141109747713","Watford","1192109141109747713","Health"
"64","1192109141109747713","Health","1192109141109747713","Homecare"
"65","1192109141109747713","Homecare","1192109141109747713","loneliness"
"66","1192109141109747713","loneliness","1191002595868983298",NA
