"","status_id","hashtags","nextid","nexttag"
"1091","1190368071631818752","Loneliness","1190368071631818752","Delirium"
"1092","1190368071631818752","Delirium","1190368071631818752","Falls"
"1093","1190368071631818752","Falls","1190368071631818752","ERVisits"
"1094","1190368071631818752","ERVisits","1190368071631818752","OlderAdults"
"1095","1190368071631818752","OlderAdults","1190368071631818752","AgeInPlace"
"1096","1190368071631818752","AgeInPlace","1192117365216960512",NA
"1097","1192117365216960512","ClinicallyValidated","1192117365216960512","HealthCare"
"1098","1192117365216960512","HealthCare","1192117365216960512","Geriatrics"
"1099","1192117365216960512","Geriatrics","1192117365216960512","AnimatedSurveillance"
"1100","1192117365216960512","AnimatedSurveillance","1192117365216960512","Companionship"
"1101","1192117365216960512","Companionship","1192117365216960512","WellnessCoaching"
"1102","1192117365216960512","WellnessCoaching","1192117365216960512","Loneliness"
"1103","1192117365216960512","Loneliness","1192117365216960512","Delirium"
"1104","1192117365216960512","Delirium","1192117365216960512","Falls"
"1105","1192117365216960512","Falls","1192117365216960512","ERVisits"
"1106","1192117365216960512","ERVisits","1192117365216960512","Seniors"
"1107","1192117365216960512","Seniors","1192117365216960512","Hospitals"
"1108","1192117365216960512","Hospitals","1192871608886550528",NA
"1109","1192871608886550528","AnimatedSurveillance","1192871608886550528","Companionship"
"1110","1192871608886550528","Companionship","1192871608886550528","Engaging"
"1111","1192871608886550528","Engaging","1192871608886550528","Loneliness"
"1112","1192871608886550528","Loneliness","1192871608886550528","Isolation"
"1113","1192871608886550528","Isolation","1192871608886550528","Delirium"
"1114","1192871608886550528","Delirium","1192871608886550528","Falls"
"1115","1192871608886550528","Falls","1192871608886550528","OlderAdults"
"1116","1192871608886550528","OlderAdults","1192871608886550528","AgeInPlace"
"1117","1192871608886550528","AgeInPlace","1192871608886550528","Readmission"
"1118","1192871608886550528","Readmission","1192871608886550528","CareCost"
"1119","1192871608886550528","CareCost","1190342058851983360",NA
"1120","1190342058851983360","ClinicallyValidated","1190342058851983360","HealthCare"
"1121","1190342058851983360","HealthCare","1190342058851983360","Geriatrics"
"1122","1190342058851983360","Geriatrics","1190342058851983360","AnimatedSurveillance"
"1123","1190342058851983360","AnimatedSurveillance","1190342058851983360","WellnessCoaching"
"1124","1190342058851983360","WellnessCoaching","1190342058851983360","Loneliness"
"1125","1190342058851983360","Loneliness","1190342058851983360","Delirium"
"1126","1190342058851983360","Delirium","1190342058851983360","Falls"
"1127","1190342058851983360","Falls","1190342058851983360","ERVisits"
"1128","1190342058851983360","ERVisits","1190342058851983360","OlderAdults"
"1129","1190342058851983360","OlderAdults","1190342058851983360","AgeInPlace"
"1130","1190342058851983360","AgeInPlace","1190798618673836032",NA
"1131","1190798618673836032","ECAs","1190798618673836032","Hospitalized"
"1132","1190798618673836032","Hospitalized","1190798618673836032","OlderAdults"
"1133","1190798618673836032","OlderAdults","1190798618673836032","WellnessCoaching"
"1134","1190798618673836032","WellnessCoaching","1190798618673836032","Loneliness"
"1135","1190798618673836032","Loneliness","1190798618673836032","Delirium"
"1136","1190798618673836032","Delirium","1190798618673836032","Falls"
"1137","1190798618673836032","Falls","1190798618673836032","Seniors"
"1138","1190798618673836032","Seniors","1190798618673836032","AgeInPlace"
"1139","1190798618673836032","AgeInPlace","1190479599165067264",NA
"1140","1190479599165067264","ClinicallyValidated","1190479599165067264","HealthTech"
"1141","1190479599165067264","HealthTech","1190479599165067264","AI"
"1142","1190479599165067264","AI","1190479599165067264","GeriatricCare"
"1143","1190479599165067264","GeriatricCare","1190479599165067264","Loneliness"
"1144","1190479599165067264","Loneliness","1190479599165067264","Delirium"
"1145","1190479599165067264","Delirium","1190479599165067264","Falls"
"1146","1190479599165067264","Falls","1190479599165067264","Hospitalization"
"1147","1190479599165067264","Hospitalization","1190479599165067264","ERVisits"
"1148","1190479599165067264","ERVisits","1190479599165067264","Caregivers"
"1149","1190479599165067264","Caregivers","1192894712492908545",NA
"1150","1192894712492908545","GlobalWarming","1192894712492908545","AgingCare"
"1151","1192894712492908545","AgingCare","1192894712492908545","PsychosocialSupport"
"1152","1192894712492908545","PsychosocialSupport","1192894712492908545","Geriatrics"
"1153","1192894712492908545","Geriatrics","1192894712492908545","Loneliness"
"1154","1192894712492908545","Loneliness","1192894712492908545","Falls"
"1155","1192894712492908545","Falls","1192894712492908545","OlderAdults"
"1156","1192894712492908545","OlderAdults","1192894712492908545","AgeInPlace"
"1157","1192894712492908545","AgeInPlace","1192888784645439489",NA
"1158","1192888784645439489","bench","1192888784645439489","loneliness"
"1159","1192888784645439489","loneliness","1192888712046104577",NA
"1160","1192888712046104577","lonely","1192888712046104577","people"
"1161","1192888712046104577","people","1192888712046104577","Loneliness"
"1162","1192888712046104577","Loneliness","1192888712046104577","public"
"1163","1192888712046104577","public","1192888712046104577","problem"
"1164","1192888712046104577","problem","1192888712046104577","sadder"
"1165","1192888712046104577","sadder","1192888712046104577","unhealthier"
"1166","1192888712046104577","unhealthier","1192888712046104577","die"
"1167","1192888712046104577","die","1192888712046104577","younger"
"1168","1192888712046104577","younger","1192887522441007104",NA
"1169","1192887522441007104","loneliness","1192887296607043584",NA
"1170","1192887296607043584","OT","1192887296607043584","loneliness"
"1171","1192887296607043584","loneliness","1192887296607043584","OTWeek2019"
"1172","1192887296607043584","OTWeek2019","1192887296607043584","LittleChangeBigImpact"
"1173","1192887296607043584","LittleChangeBigImpact","1192883302279065602",NA
"1174","1192883302279065602","loneliness","1192882217271398403",NA
"1175","1192882217271398403","psychology","1192882217271398403","loneliness"
"1176","1192882217271398403","loneliness","1192882217271398403","socialanxiety"
"1177","1192882217271398403","socialanxiety","1192882217271398403","mentalhealth"
"1178","1192882217271398403","mentalhealth","1192881910231515138",NA
"1179","1192881910231515138","mentalhealth","1192881910231515138","mentalillness"
"1180","1192881910231515138","mentalillness","1192881910231515138","loneliness"
"1181","1192881910231515138","loneliness","1192108455764512768",NA
"1182","1192108455764512768","Loneliness","1192881058968031233",NA
"1183","1192881058968031233","loneliness","1192366357280673793",NA
"1184","1192366357280673793","loneliness","1192366357280673793","wellbeing"
"1185","1192366357280673793","wellbeing","1192879886966444032",NA
"1186","1192879886966444032","Loneliness","1191626414589710337",NA
"1187","1191626414589710337","Loneliness","1192879709547384833",NA
"1188","1192879709547384833","adults","1192879709547384833","lonely"
"1189","1192879709547384833","lonely","1192879709547384833","loneliness"
"1190","1192879709547384833","loneliness","1192876546064863233",NA
"1191","1192876546064863233","loneliness","1192875656041893888",NA
"1192","1192875656041893888","loneliness","1192875656041893888","BBCLondon"
"1193","1192875656041893888","BBCLondon","1192789012857016320",NA
"1194","1192789012857016320","Chesterfieldnews","1192789012857016320","care"
"1195","1192789012857016320","care","1192789012857016320","loneliness"
"1196","1192789012857016320","loneliness","1192872183489425410",NA
"1197","1192872183489425410","Chesterfieldnews","1192872183489425410","care"
"1198","1192872183489425410","care","1192872183489425410","loneliness"
"1199","1192872183489425410","loneliness","1192870186803695616",NA
"1200","1192870186803695616","mentalhealth","1192870186803695616","DepressionIsReal"
"1201","1192870186803695616","DepressionIsReal","1192870186803695616","loneliness"
"1202","1192870186803695616","loneliness","1192870186803695616","LondonStreets"
"1203","1192870186803695616","LondonStreets","1192870186803695616","WorldwideTrends"
"1204","1192870186803695616","WorldwideTrends","1192869066391900161",NA
"1205","1192869066391900161","algorithms","1192869066391900161","datafication"
"1206","1192869066391900161","datafication","1192869066391900161","loneliness"
"1207","1192869066391900161","loneliness","1192869066391900161","relativism"
"1208","1192869066391900161","relativism","1192869066391900161","consumerism"
"1209","1192869066391900161","consumerism","1192869066391900161","ethics"
"1210","1192869066391900161","ethics","1192867138953981952",NA
"1211","1192867138953981952","Loneliness","1192867138953981952","pets"
"1212","1192867138953981952","pets","1192867138953981952","petlover"
"1213","1192867138953981952","petlover","1192867138953981952","petherapy"
"1214","1192867138953981952","petherapy","1192867138953981952","emotionalhealth"
"1215","1192867138953981952","emotionalhealth","1192867138953981952","psychology"
"1216","1192867138953981952","psychology","1192864570970386432",NA
"1217","1192864570970386432","seniorcare","1192864570970386432","eldercare"
"1218","1192864570970386432","eldercare","1192864570970386432","loneliness"
"1219","1192864570970386432","loneliness","1192863617722585091",NA
"1220","1192863617722585091","emptiness","1192863617722585091","indifference"
"1221","1192863617722585091","indifference","1192863617722585091","loneliness"
"1222","1192863617722585091","loneliness","1192863617722585091","sadness"
"1223","1192863617722585091","sadness","1192863617722585091","alone"
"1224","1192863617722585091","alone","1192863617722585091","NeverAgain"
"1225","1192863617722585091","NeverAgain","1192862100730908672",NA
"1226","1192862100730908672","ChattyBench","1192862100730908672","Loneliness"
"1227","1192862100730908672","Loneliness","1192862100730908672","HappyToChat"
"1228","1192862100730908672","HappyToChat","1192862100730908672","BurnhamOnSea"
"1229","1192862100730908672","BurnhamOnSea","1192862100730908672","Somerset"
"1230","1192862100730908672","Somerset","1192862100730908672","EndLoneliness"
"1231","1192862100730908672","EndLoneliness","1189946622433624064",NA
"1232","1189946622433624064","neoichi","1189946622433624064","poems"
"1233","1189946622433624064","poems","1189946622433624064","poem"
"1234","1189946622433624064","poem","1189946622433624064","poetry"
"1235","1189946622433624064","poetry","1189946622433624064","love"
"1236","1189946622433624064","love","1189946622433624064","lovepoem"
"1237","1189946622433624064","lovepoem","1189946622433624064","lovepoems"
"1238","1189946622433624064","lovepoems","1189946622433624064","iloveyou"
"1239","1189946622433624064","iloveyou","1189946622433624064","truelove"
"1240","1189946622433624064","truelove","1189946622433624064","heartbreak"
"1241","1189946622433624064","heartbreak","1189946622433624064","breakups"
"1242","1189946622433624064","breakups","1189946622433624064","loneliness"
"1243","1189946622433624064","loneliness","1189946622433624064","sad"
"1244","1189946622433624064","sad","1189946622433624064","sadness"
"1245","1189946622433624064","sadness","1189946622433624064","want"
"1246","1189946622433624064","want","1189946622433624064","desire"
"1247","1189946622433624064","desire","1189946622433624064","need"
"1248","1189946622433624064","need","1189946622433624064","medium"
"1249","1189946622433624064","medium","1189953669820633088",NA
"1250","1189953669820633088","loncaslerbixby","1189953669820633088","neoichi"
"1251","1189953669820633088","neoichi","1189953669820633088","poems"
"1252","1189953669820633088","poems","1189953669820633088","poem"
"1253","1189953669820633088","poem","1189953669820633088","poetry"
"1254","1189953669820633088","poetry","1189953669820633088","justwords"
"1255","1189953669820633088","justwords","1189953669820633088","anxiety"
"1256","1189953669820633088","anxiety","1189953669820633088","panic"
"1257","1189953669820633088","panic","1189953669820633088","socialanxiety"
"1258","1189953669820633088","socialanxiety","1189953669820633088","loneliness"
"1259","1189953669820633088","loneliness","1189953669820633088","selfesteem"
"1260","1189953669820633088","selfesteem","1189953669820633088","depression"
"1261","1189953669820633088","depression","1189953669820633088","DepressionIsReal"
"1262","1189953669820633088","DepressionIsReal","1192479576716263424",NA
"1263","1192479576716263424","neoichi","1192479576716263424","poems"
"1264","1192479576716263424","poems","1192479576716263424","poem"
"1265","1192479576716263424","poem","1192479576716263424","poetry"
"1266","1192479576716263424","poetry","1192479576716263424","love"
"1267","1192479576716263424","love","1192479576716263424","lovepoem"
"1268","1192479576716263424","lovepoem","1192479576716263424","lovepoems"
"1269","1192479576716263424","lovepoems","1192479576716263424","sadpoems"
"1270","1192479576716263424","sadpoems","1192479576716263424","iloveyou"
"1271","1192479576716263424","iloveyou","1192479576716263424","heartache"
"1272","1192479576716263424","heartache","1192479576716263424","heartbreak"
"1273","1192479576716263424","heartbreak","1192479576716263424","relationships"
"1274","1192479576716263424","relationships","1192479576716263424","loneliness"
"1275","1192479576716263424","loneliness","1192479576716263424","breakups"
"1276","1192479576716263424","breakups","1192479576716263424","pastloves"
"1277","1192479576716263424","pastloves","1192479576716263424","medium"
"1278","1192479576716263424","medium","1192121687115886592",NA
"1279","1192121687115886592","neoichi","1192121687115886592","poems"
"1280","1192121687115886592","poems","1192121687115886592","poem"
"1281","1192121687115886592","poem","1192121687115886592","poetry"
"1282","1192121687115886592","poetry","1192121687115886592","love"
"1283","1192121687115886592","love","1192121687115886592","lovepoem"
"1284","1192121687115886592","lovepoem","1192121687115886592","lovepoems"
"1285","1192121687115886592","lovepoems","1192121687115886592","sadpoems"
"1286","1192121687115886592","sadpoems","1192121687115886592","iloveyou"
"1287","1192121687115886592","iloveyou","1192121687115886592","heartache"
"1288","1192121687115886592","heartache","1192121687115886592","heartbreak"
"1289","1192121687115886592","heartbreak","1192121687115886592","relationships"
"1290","1192121687115886592","relationships","1192121687115886592","loneliness"
"1291","1192121687115886592","loneliness","1192121687115886592","depression"
"1292","1192121687115886592","depression","1192121687115886592","medium"
"1293","1192121687115886592","medium","1192849073394438144",NA
"1294","1192849073394438144","neoichi","1192849073394438144","poems"
"1295","1192849073394438144","poems","1192849073394438144","poem"
"1296","1192849073394438144","poem","1192849073394438144","poetry"
"1297","1192849073394438144","poetry","1192849073394438144","love"
"1298","1192849073394438144","love","1192849073394438144","lovepoem"
"1299","1192849073394438144","lovepoem","1192849073394438144","lovepoems"
"1300","1192849073394438144","lovepoems","1192849073394438144","sadpoems"
"1301","1192849073394438144","sadpoems","1192849073394438144","iloveyou"
"1302","1192849073394438144","iloveyou","1192849073394438144","heartache"
"1303","1192849073394438144","heartache","1192849073394438144","heartbreak"
"1304","1192849073394438144","heartbreak","1192849073394438144","relationships"
"1305","1192849073394438144","relationships","1192849073394438144","loneliness"
"1306","1192849073394438144","loneliness","1192849073394438144","breakups"
"1307","1192849073394438144","breakups","1192849073394438144","memories"
"1308","1192849073394438144","memories","1192849073394438144","memory"
"1309","1192849073394438144","memory","1192849073394438144","goodtimes"
"1310","1192849073394438144","goodtimes","1192849073394438144","medium"
"1311","1192849073394438144","medium","1190673542469144576",NA
"1312","1190673542469144576","neoichi","1190673542469144576","poems"
"1313","1190673542469144576","poems","1190673542469144576","poem"
"1314","1190673542469144576","poem","1190673542469144576","poetry"
"1315","1190673542469144576","poetry","1190673542469144576","depression"
"1316","1190673542469144576","depression","1190673542469144576","depressed"
"1317","1190673542469144576","depressed","1190673542469144576","mentalhealth"
"1318","1190673542469144576","mentalhealth","1190673542469144576","mentalillness"
"1319","1190673542469144576","mentalillness","1190673542469144576","silence"
"1320","1190673542469144576","silence","1190673542469144576","love"
"1321","1190673542469144576","love","1190673542469144576","lookingforlove"
"1322","1190673542469144576","lookingforlove","1190673542469144576","loneliness"
"1323","1190673542469144576","loneliness","1190673542469144576","sad"
"1324","1190673542469144576","sad","1190673542469144576","sadness"
"1325","1190673542469144576","sadness","1190673542469144576","medium"
"1326","1190673542469144576","medium","1192135930879954945",NA
"1327","1192135930879954945","neoichi","1192135930879954945","poems"
"1328","1192135930879954945","poems","1192135930879954945","poem"
"1329","1192135930879954945","poem","1192135930879954945","poetry"
"1330","1192135930879954945","poetry","1192135930879954945","alone"
"1331","1192135930879954945","alone","1192135930879954945","loneliness"
"1332","1192135930879954945","loneliness","1192135930879954945","mentalhealth"
"1333","1192135930879954945","mentalhealth","1192135930879954945","mentalillness"
"1334","1192135930879954945","mentalillness","1192135930879954945","sadness"
"1335","1192135930879954945","sadness","1192135930879954945","hopelessness"
"1336","1192135930879954945","hopelessness","1192135930879954945","sadpoems"
"1337","1192135930879954945","sadpoems","1192135930879954945","loneliness"
"1338","1192135930879954945","loneliness","1192135930879954945","depressed"
"1339","1192135930879954945","depressed","1192135930879954945","depression"
"1340","1192135930879954945","depression","1192135930879954945","medium"
"1341","1192135930879954945","medium","1190302015122882561",NA
"1342","1190302015122882561","neoichi","1190302015122882561","poems"
"1343","1190302015122882561","poems","1190302015122882561","poem"
"1344","1190302015122882561","poem","1190302015122882561","poetry"
"1345","1190302015122882561","poetry","1190302015122882561","depression"
"1346","1190302015122882561","depression","1190302015122882561","depressed"
"1347","1190302015122882561","depressed","1190302015122882561","mentalhealth"
"1348","1190302015122882561","mentalhealth","1190302015122882561","mentalillness"
"1349","1190302015122882561","mentalillness","1190302015122882561","loneliness"
"1350","1190302015122882561","loneliness","1190302015122882561","sad"
"1351","1190302015122882561","sad","1190302015122882561","sadness"
"1352","1190302015122882561","sadness","1190302015122882561","medium"
"1353","1190302015122882561","medium","1191411387412533248",NA
"1354","1191411387412533248","neoichi","1191411387412533248","poems"
"1355","1191411387412533248","poems","1191411387412533248","poem"
"1356","1191411387412533248","poem","1191411387412533248","poetry"
"1357","1191411387412533248","poetry","1191411387412533248","depression"
"1358","1191411387412533248","depression","1191411387412533248","depressed"
"1359","1191411387412533248","depressed","1191411387412533248","mentalhealth"
"1360","1191411387412533248","mentalhealth","1191411387412533248","mentalillness"
"1361","1191411387412533248","mentalillness","1191411387412533248","loneliness"
"1362","1191411387412533248","loneliness","1191411387412533248","sad"
"1363","1191411387412533248","sad","1191411387412533248","sadness"
"1364","1191411387412533248","sadness","1191411387412533248","death"
"1365","1191411387412533248","death","1191411387412533248","suicide"
"1366","1191411387412533248","suicide","1191411387412533248","mermaid"
"1367","1191411387412533248","mermaid","1191411387412533248","medium"
"1368","1191411387412533248","medium","1189973055495262208",NA
"1369","1189973055495262208","neoichi","1189973055495262208","poems"
"1370","1189973055495262208","poems","1189973055495262208","poem"
"1371","1189973055495262208","poem","1189973055495262208","poetry"
"1372","1189973055495262208","poetry","1189973055495262208","searching"
"1373","1189973055495262208","searching","1189973055495262208","faith"
"1374","1189973055495262208","faith","1189973055495262208","hope"
"1375","1189973055495262208","hope","1189973055495262208","wanderlust"
"1376","1189973055495262208","wanderlust","1189973055495262208","life"
"1377","1189973055495262208","life","1189973055495262208","abstract"
"1378","1189973055495262208","abstract","1189973055495262208","loneliness"
"1379","1189973055495262208","loneliness","1189973055495262208","desire"
"1380","1189973055495262208","desire","1189973055495262208","poemsonmedium"
"1381","1189973055495262208","poemsonmedium","1189973055495262208","medium"
"1382","1189973055495262208","medium","1191795652503785472",NA
"1383","1191795652503785472","loneliness","1191795652503785472","meditation"
"1384","1191795652503785472","meditation","1191795652503785472","horroroftravel"
"1385","1191795652503785472","horroroftravel","1191795652503785472","movies"
"1386","1191795652503785472","movies","1191795652503785472","actors"
"1387","1191795652503785472","actors","1191795652503785472","movuetime"
"1388","1191795652503785472","movuetime","1191795652503785472","movietime"
"1389","1191795652503785472","movietime","1191795652503785472","acting"
"1390","1191795652503785472","acting","1191795652503785472","horror"
"1391","1191795652503785472","horror","1191795652503785472","horrormovies"
"1392","1191795652503785472","horrormovies","1191795652503785472","writer"
"1393","1191795652503785472","writer","1191795652503785472","love"
"1394","1191795652503785472","love","1191795652503785472","friendship"
"1395","1191795652503785472","friendship","1191795652503785472","actlikeyouloveme"
"1396","1191795652503785472","actlikeyouloveme","1192848871048613888",NA
"1397","1192848871048613888","loneliness","1192848871048613888","meditation"
"1398","1192848871048613888","meditation","1192848871048613888","horroroftravel"
"1399","1192848871048613888","horroroftravel","1192848871048613888","movies"
"1400","1192848871048613888","movies","1192848871048613888","actors"
"1401","1192848871048613888","actors","1192848871048613888","movuetime"
"1402","1192848871048613888","movuetime","1192848871048613888","movietime"
"1403","1192848871048613888","movietime","1192848871048613888","acting"
"1404","1192848871048613888","acting","1192848871048613888","horror"
"1405","1192848871048613888","horror","1192848871048613888","horrormovies"
"1406","1192848871048613888","horrormovies","1192848871048613888","writer"
"1407","1192848871048613888","writer","1192848871048613888","love"
"1408","1192848871048613888","love","1192848871048613888","friendship"
"1409","1192848871048613888","friendship","1192848871048613888","actlikeyouloveme"
"1410","1192848871048613888","actlikeyouloveme","1192848871048613888","loves"
"1411","1192848871048613888","loves","1192848401047707650",NA
"1412","1192848401047707650","loneliness","1192847079397347329",NA
"1413","1192847079397347329","loneliness","1192847079397347329","TheFriendlyBench"
"1414","1192847079397347329","TheFriendlyBench","1192847079397347329","BeMoreUs"
"1415","1192847079397347329","BeMoreUs","1192847079397347329","endloneliness"
"1416","1192847079397347329","endloneliness","1192847079397347329","connectingcommunities"
"1417","1192847079397347329","connectingcommunities","1192844809565868033",NA
"1418","1192844809565868033","Loneliness","1192844809565868033","Friends"
"1419","1192844809565868033","Friends","1191605362782281730",NA
"1420","1191605362782281730","Loneliness","1191605362782281730","Friends"
"1421","1191605362782281730","Friends","1190495065308831744",NA
"1422","1190495065308831744","Loneliness","1190495065308831744","Friends"
"1423","1190495065308831744","Friends","1192842531580579840",NA
"1424","1192842531580579840","loneliness","1192842531580579840","mentalhealth"
"1425","1192842531580579840","mentalhealth","1192842531580579840","EveryMindMatters"
"1426","1192842531580579840","EveryMindMatters","1192842073130635269",NA
"1427","1192842073130635269","VoiceForLoneliness","1192842073130635269","Loneliness"
"1428","1192842073130635269","Loneliness","1192842073130635269","AI"
"1429","1192842073130635269","AI","1192842061168463872",NA
"1430","1192842061168463872","Oakham","1192842061168463872","loneliness"
"1431","1192842061168463872","loneliness","1192842061168463872","mentalhealth"
"1432","1192842061168463872","mentalhealth","1192842061168463872","volunteering"
"1433","1192842061168463872","volunteering","1192841712332394498",NA
"1434","1192841712332394498","adolescent","1192841712332394498","MachoCulture"
"1435","1192841712332394498","MachoCulture","1192841712332394498","loneliness"
"1436","1192841712332394498","loneliness","1192841712332394498","MentalHealth"
"1437","1192841712332394498","MentalHealth","1192460909941338113",NA
"1438","1192460909941338113","weather","1192460909941338113","wellbeing"
"1439","1192460909941338113","wellbeing","1192460909941338113","sound"
"1440","1192460909941338113","sound","1192460909941338113","loneliness"
"1441","1192460909941338113","loneliness","1192460909941338113","culture"
"1442","1192460909941338113","culture","1192460909941338113","climatechange"
"1443","1192460909941338113","climatechange","1192460909941338113","art"
"1444","1192460909941338113","art","1192840998885478401",NA
"1445","1192840998885478401","tinekedemeyer","1192840998885478401","weather"
"1446","1192840998885478401","weather","1192840998885478401","wellbeing"
"1447","1192840998885478401","wellbeing","1192840998885478401","climatechange"
"1448","1192840998885478401","climatechange","1192840998885478401","loneliness"
"1449","1192840998885478401","loneliness","1192840998885478401","culture"
"1450","1192840998885478401","culture","1192457168617955328",NA
"1451","1192457168617955328","climatechange","1192457168617955328","sciart"
"1452","1192457168617955328","sciart","1192457168617955328","mentalhealth"
"1453","1192457168617955328","mentalhealth","1192457168617955328","digital"
"1454","1192457168617955328","digital","1192457168617955328","sound"
"1455","1192457168617955328","sound","1192457168617955328","loneliness"
"1456","1192457168617955328","loneliness","1192839358350422016",NA
"1457","1192839358350422016","loneliness","1192839358350422016","postpartum"
"1458","1192839358350422016","postpartum","1192839358350422016","connection"
"1459","1192839358350422016","connection","1192485351568265216",NA
"1460","1192485351568265216","UnLonelyFilmFestival","1192485351568265216","loneliness"
"1461","1192485351568265216","loneliness","1192485351568265216","connection"
"1462","1192485351568265216","connection","1192837214432043009",NA
"1463","1192837214432043009","priorsparkneighbourhoodproject","1192837214432043009","volunteers"
"1464","1192837214432043009","volunteers","1192837214432043009","loneliness"
"1465","1192837214432043009","loneliness","1192837214432043009","community"
"1466","1192837214432043009","community","1192837214432043009","Wellbeing"
"1467","1192837214432043009","Wellbeing","1192835257957076993",NA
"1468","1192835257957076993","AgeFriendly","1192835257957076993","AgingNetwork"
"1469","1192835257957076993","AgingNetwork","1192835257957076993","HealthyAging"
"1470","1192835257957076993","HealthyAging","1192835257957076993","Workforce"
"1471","1192835257957076993","Workforce","1192835257957076993","Independence"
"1472","1192835257957076993","Independence","1192835257957076993","Loneliness"
"1473","1192835257957076993","Loneliness","1192835257957076993","Community"
"1474","1192835257957076993","Community","1192835257957076993","Mobility"
"1475","1192835257957076993","Mobility","1192835257957076993","Intergenerational"
"1476","1192835257957076993","Intergenerational","1192834678694301696",NA
"1477","1192834678694301696","chilledNights","1192834678694301696","CuPofCoffee"
"1478","1192834678694301696","CuPofCoffee","1192834678694301696","SkyFullofstars"
"1479","1192834678694301696","SkyFullofstars","1192834678694301696","Loneliness"
"1480","1192834678694301696","Loneliness","1192833038515761153",NA
"1481","1192833038515761153","loneliness","1192833038515761153","lonely"
"1482","1192833038515761153","lonely","1192829806846582784",NA
"1483","1192829806846582784","Senior","1192829806846582784","loneliness"
"1484","1192829806846582784","loneliness","1192829806846582784","isolation"
"1485","1192829806846582784","isolation","1192824707109797891",NA
"1486","1192824707109797891","Dog","1192824707109797891","mood"
"1487","1192824707109797891","mood","1192824707109797891","loneliness"
"1488","1192824707109797891","loneliness","1192824707109797891","Health"
"1489","1192824707109797891","Health","1191794496725553152",NA
"1490","1191794496725553152","loneliness","1191794496725553152","mental"
"1491","1191794496725553152","mental","1191794496725553152","health"
"1492","1191794496725553152","health","1191794496725553152","mentalhealth"
"1493","1191794496725553152","mentalhealth","1191794496725553152","MentalHealthAwarenessWeek"
"1494","1191794496725553152","MentalHealthAwarenessWeek","1192823568901529601",NA
"1495","1192823568901529601","loneliness","1192822845711237122",NA
"1496","1192822845711237122","introverts","1192822845711237122","human"
"1497","1192822845711237122","human","1192822845711237122","loneliness"
"1498","1192822845711237122","loneliness","1192822845711237122","ChronicPain"
"1499","1192822845711237122","ChronicPain","1192822845711237122","winter"
"1500","1192822845711237122","winter","1192080904576995328",NA
"1501","1192080904576995328","nihilistmemes","1192080904576995328","depression"
"1502","1192080904576995328","depression","1192080904576995328","nihilism"
"1503","1192080904576995328","nihilism","1192080904576995328","nihilist"
"1504","1192080904576995328","nihilist","1192080904576995328","nihilismmemes"
"1505","1192080904576995328","nihilismmemes","1192080904576995328","nihilismmeme"
"1506","1192080904576995328","nihilismmeme","1192080904576995328","loneliness"
"1507","1192080904576995328","loneliness","1192080904576995328","lonelinessmemes"
"1508","1192080904576995328","lonelinessmemes","1192080904576995328","memesfunny"
"1509","1192080904576995328","memesfunny","1192080904576995328","memelord"
"1510","1192080904576995328","memelord","1192080904576995328","memelife"
"1511","1192080904576995328","memelife","1192080904576995328","mentalhealth"
"1512","1192080904576995328","mentalhealth","1192080904576995328","mentalhealthmeme"
"1513","1192080904576995328","mentalhealthmeme","1192080904576995328","meme"
"1514","1192080904576995328","meme","1192818375887642624",NA
"1515","1192818375887642624","memesfunny","1192818375887642624","memes4days"
"1516","1192818375887642624","memes4days","1192818375887642624","memesdaily"
"1517","1192818375887642624","memesdaily","1192818375887642624","loneliness"
"1518","1192818375887642624","loneliness","1192818375887642624","lonelinessmemes"
"1519","1192818375887642624","lonelinessmemes","1192818375887642624","partymemes"
"1520","1192818375887642624","partymemes","1192818375887642624","weedmemes"
"1521","1192818375887642624","weedmemes","1192818375887642624","nihilistmemes"
"1522","1192818375887642624","nihilistmemes","1192818375887642624","nihilismmemes"
"1523","1192818375887642624","nihilismmemes","1192818375887642624","memes"
"1524","1192818375887642624","memes","1190264942819196934",NA
"1525","1190264942819196934","honest","1190264942819196934","life"
"1526","1190264942819196934","life","1190264942819196934","lifestyle"
"1527","1190264942819196934","lifestyle","1190264942819196934","inspire"
"1528","1190264942819196934","inspire","1190264942819196934","inspirational"
"1529","1190264942819196934","inspirational","1190264942819196934","instagood"
"1530","1190264942819196934","instagood","1190264942819196934","instamood"
"1531","1190264942819196934","instamood","1190264942819196934","Depression"
"1532","1190264942819196934","Depression","1190264942819196934","mental"
"1533","1190264942819196934","mental","1190264942819196934","MentalHealth"
"1534","1190264942819196934","MentalHealth","1190264942819196934","mentalhealthquotes"
"1535","1190264942819196934","mentalhealthquotes","1190264942819196934","alone"
"1536","1190264942819196934","alone","1190264942819196934","lonely"
"1537","1190264942819196934","lonely","1190264942819196934","loneliness"
"1538","1190264942819196934","loneliness","1190264942819196934","engage"
"1539","1190264942819196934","engage","1190264942819196934","talk"
"1540","1190264942819196934","talk","1190264942819196934","speak"
"1541","1190264942819196934","speak","1190264942819196934","conversation"
"1542","1190264942819196934","conversation","1190264942819196934","you"
"1543","1190264942819196934","you","1190264942819196934","BetterMe"
"1544","1190264942819196934","BetterMe","1190264942819196934","growth"
"1545","1190264942819196934","growth","1190264942819196934","mind"
"1546","1190264942819196934","mind","1190264942819196934","mindset"
