date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2018-12-25 10:05:34,SarahMillican75,SarahMillican75,1,0,6,"Ah you’re so welcome. It’s all the smashers on here that make #joinin what it is. Sorry you have tough family members to deal with but I think that’s the case for a lot of people. It’s just a day at least! I’m good thanks. Everyone else is asleep here, even the animals!",,,#joinin,1077505622181060608,https://twitter.com/SarahMillican75/status/1077505622181060608
2018-12-25 09:57:23,SarahMillican75,CatrionaClarke,2,0,6,How are you doing today Catriona? #joinin,,,#joinin,1077503563419582464,https://twitter.com/SarahMillican75/status/1077503563419582464
2018-12-25 09:56:01,SarahMillican75,louvb,1,0,4,Oh God. That’s bloody terrible. So sorry. Have you got anyone with you? #joinin,,,#joinin,1077503219788591104,https://twitter.com/SarahMillican75/status/1077503219788591104
2018-12-25 09:51:13,SarahMillican75,Allie_Bky,5,0,72,"Hi Allie, sorry you’re feeling teary. I think that’s pretty normal at this time of you. It’s not christmas unless we’ve all had a little cry. Have you got any plans for today? Go out for a walk? Watch some telly? Eat something nice? #joinin",,,#joinin,1077502010642128896,https://twitter.com/SarahMillican75/status/1077502010642128896
2018-12-25 09:49:34,SarahMillican75,transkid0,1,0,50,I can see how that is tough. Is there a member of your family who is good to you? Could you stick to them? And yay for chocolate for breakfast. I was just wondering if that was allowed and you have given me permission! Xx #joinin,,,#joinin,1077501597033381888,https://twitter.com/SarahMillican75/status/1077501597033381888
2018-12-25 09:47:25,SarahMillican75,sukisue01,3,0,97,"Hiya Suzy, that does all sound very tough indeed. You’re a good one for not leaving your dad. Poor man. And poor you. Time will ease your pain but I know that doesn’t help you right now. Got anything nice in for you and dad to eat? Got any telly plans? #joinin",,,#joinin,1077501058216271878,https://twitter.com/SarahMillican75/status/1077501058216271878
2018-12-25 09:44:40,SarahMillican75,Nunya27106916,1,0,2,Hello! What time is it in Arizona? #joinin,,,#joinin,1077500365384368129,https://twitter.com/SarahMillican75/status/1077500365384368129
2018-12-25 09:43:47,SarahMillican75,Mr_Picard,2,0,13,"Sorry to hear that, Alexander. Sending lots of love and hugs. Got any plans for telly later? #joinin",,,#joinin,1077500140594839552,https://twitter.com/SarahMillican75/status/1077500140594839552
2018-12-25 09:43:12,SarahMillican75,counsel30,4,0,5,"What lovely dogs! What are they called, Malcolm? #joinin",,,#joinin,1077499993404071936,https://twitter.com/SarahMillican75/status/1077499993404071936
2018-12-25 09:41:01,SarahMillican75,emeroflaherty,0,0,3,Great tip! #joinin,,,#joinin,1077499446907359234,https://twitter.com/SarahMillican75/status/1077499446907359234
2018-12-25 09:40:32,SarahMillican75,monjo7474,2,0,52,I think you can do as much or as little at your sisters as you like. I’m sure she’ll understand. So sorry you’re having a tough time. Much love #joinin,,,#joinin,1077499323682906114,https://twitter.com/SarahMillican75/status/1077499323682906114
2018-12-25 09:39:14,SarahMillican75,druid_cat,2,0,5,It really can. Got any plans today? Any telly you fancy watching? #joinin,,,#joinin,1077498997730955265,https://twitter.com/SarahMillican75/status/1077498997730955265
2018-12-25 09:38:35,SarahMillican75,Gracebelieved,2,1,28,Thanks Grace. You’re a star. #joinin,,,#joinin,1077498831967842306,https://twitter.com/SarahMillican75/status/1077498831967842306
2018-12-25 09:38:07,SarahMillican75,,1,1,6,Ah much love to you and your little boy. Thank him for the note please? Got any telly plans today? #joinin,,,#joinin,1077498717664612353,https://twitter.com/SarahMillican75/status/1077498717664612353
2018-12-25 09:37:11,SarahMillican75,alisonrbcm,0,0,5,"Agreed, Alison. It enriches the soul. #joinin Beautiful pics.",,,#joinin,1077498481021984768,https://twitter.com/SarahMillican75/status/1077498481021984768
2018-12-25 09:36:00,SarahMillican75,transkid0,2,1,34,"We’re all here, Sophie. Got anything nice in to eat? #joinin",,,#joinin,1077498181997510656,https://twitter.com/SarahMillican75/status/1077498181997510656
2018-12-25 09:35:13,SarahMillican75,tragicsupergirl,0,0,2,"Also, that cake looks cracking. #joinin",,,#joinin,1077497987117522945,https://twitter.com/SarahMillican75/status/1077497987117522945
2018-12-25 09:34:52,SarahMillican75,tragicsupergirl,1,1,24,"Hi Marianne, so sorry you’re having such a rough time of it. I got divorced after 8 years and I can honestly say it’s one of the best things that happened to me. Easy to say that now as it’s 14 years ago but it will get easier. So sorry for your loss too. Sending love. #joinin",,,#joinin,1077497898751983616,https://twitter.com/SarahMillican75/status/1077497898751983616
2018-12-25 09:31:40,SarahMillican75,,8,248,599,"If anyone needs a laugh today, have a look at the #DuvetKnowItsChrismas hashtag set up by the brilliant @rhodri where folk share their Christmas sleeping arrangements in relatives houses. It’s worth a look and a giggle.",,@rhodri,#DuvetKnowItsChrismas,1077497093416194048,https://twitter.com/SarahMillican75/status/1077497093416194048
2018-12-25 09:27:20,SarahMillican75,toffeedave,1,0,20,Ah that’s very kind of you to say. I love watching comedy when I feel crap. It really helps. Would I Lie to You is a good one too. #joinin,,,#joinin,1077496000418328577,https://twitter.com/SarahMillican75/status/1077496000418328577
2018-12-25 09:25:54,SarahMillican75,Potts75Potts,1,0,0,Thanks!,,,,1077495641763401728,https://twitter.com/SarahMillican75/status/1077495641763401728
2018-12-25 09:25:40,SarahMillican75,,0,1,3,"@LPC1231 How are you this morning, Leigh? What time are you off to your friend’s house? #joinin x",,@LPC1231,#joinin,1077495582334349312,https://twitter.com/SarahMillican75/status/1077495582334349312
2018-12-25 09:24:02,SarahMillican75,hosm2368,2,0,24,"I was joining in at 2:30am when you were in the land of nod, you cheeky bugger. And you better not have had any of my strawberry creams! #joinin",,,#joinin,1077495171640688640,https://twitter.com/SarahMillican75/status/1077495171640688640
2018-12-25 09:22:51,SarahMillican75,SweeneyMags,1,0,12,"Sending lots of love, Margaret. Sorry you’ve had a tough time but glad you’re getting through it. #joinin",,,#joinin,1077494873383751680,https://twitter.com/SarahMillican75/status/1077494873383751680
2018-12-25 09:20:43,SarahMillican75,toffeedave,2,1,31,"So sorry for your loss, Dave. Stick with us on here today. Have you got any telly plans later? And tea is coming up. #joinin",,,#joinin,1077494337288790017,https://twitter.com/SarahMillican75/status/1077494337288790017
2018-12-25 09:17:34,SarahMillican75,vlbemma,2,0,1,"Hiya Emma, how are you doing? Got any telly plans later? #joinin",,,#joinin,1077493542778531840,https://twitter.com/SarahMillican75/status/1077493542778531840
2018-12-25 09:16:53,SarahMillican75,NoelleTerrill,1,0,20,"So sorry for your loss, Noelle. I’m glad you have your Mom. Sending hugs to you both. #joinin",,,#joinin,1077493373718724608,https://twitter.com/SarahMillican75/status/1077493373718724608
2018-12-25 09:16:06,SarahMillican75,Blackloop4,1,0,15,"Hiya Luna, have you got any telly plans later? #joinin",,,#joinin,1077493176687050752,https://twitter.com/SarahMillican75/status/1077493176687050752
2018-12-25 09:13:17,SarahMillican75,,478,4696,10658,"Morning all and a Merry Christmas to each and every one of you. If you want some company - feeling lonely or low - then we are here. Always use the hashtag #joinin, that way people can see you. Let yourself be known to us. I’ve got the kettle on. Who wants a cuppa?pic.twitter.com/4gGlI0Di6C",,,#joinin,1077492465588944897,https://twitter.com/SarahMillican75/status/1077492465588944897
2018-12-25 01:53:27,SarahMillican75,LPC1231,3,0,13,"Haha. 1982, you’re just a bairn! Sleep well, Leigh. Speak in the morning. X #joinin",,,#joinin,1077381778770403328,https://twitter.com/SarahMillican75/status/1077381778770403328
2018-12-25 01:48:31,SarahMillican75,LPC1231,0,0,11,"Please do. Also, what’s your first name? Feels silly calling you LPC1231. And thank you @paulross for bringing you to us! #joinin",,@paulross,#joinin,1077380537524867073,https://twitter.com/SarahMillican75/status/1077380537524867073
2018-12-25 01:47:21,SarahMillican75,LanyTennant,0,0,1,Accepted! I’ll take all I can get.,,,,1077380242648563713,https://twitter.com/SarahMillican75/status/1077380242648563713
2018-12-25 01:46:53,SarahMillican75,,87,1404,3166,"For those doing #joinin, click the hashtag and get chatting to people there. There are people who are needing some company there right now. You can make contact, listen, make them smile. Thank you from the bottom of my heart.",,,#joinin,1077380126772482048,https://twitter.com/SarahMillican75/status/1077380126772482048
2018-12-25 01:43:02,SarahMillican75,LanyTennant,1,0,3,"I’m so sorry for your loss, Lany. Sending lots of love and hugs to you. #joinin",,,#joinin,1077379159272378368,https://twitter.com/SarahMillican75/status/1077379159272378368
2018-12-25 01:42:16,SarahMillican75,LPC1231,0,1,28,I will hold you to that. I’m so looking forward to that photo. And let’s see re IT. Let’s chat in the morning again. Get some sleep. And I’m glad you’ve made some pals tonight. #joinin,,,#joinin,1077378962542788608,https://twitter.com/SarahMillican75/status/1077378962542788608
2018-12-25 01:32:40,SarahMillican75,SarahMillican75,1,1,25,What is it you normally do for a living? Let’s see if anyone out there tomorrow can help you. #joinin,,,#joinin,1077376550406946816,https://twitter.com/SarahMillican75/status/1077376550406946816
2018-12-25 01:31:09,SarahMillican75,LPC1231,2,0,34,I’m so sorry you’re having such a tough time. Stick to Twitter tomorrow. We’ll all be here if you need us. Sending lots of love and hugs to you. Xxx,,,,1077376167911608325,https://twitter.com/SarahMillican75/status/1077376167911608325
2018-12-25 01:16:36,SarahMillican75,LPC1231,1,0,142,"Also, you can totally cry. If you don’t feel like you can cry to your pal and his family (I’m sure you could) then go to the loo and have a few tears. I’ve cried on so many trains, love. It really helps to let it out. Talk to your friend if you can. Or us, talk to us #joinin",,,#joinin,1077372506531610624,https://twitter.com/SarahMillican75/status/1077372506531610624
2018-12-25 01:15:11,SarahMillican75,LPC1231,0,0,2,"When I’m low, a friend told me this which I find helps. “Just because this is how you feel right now, doesn’t mean it’s how you’ll always feel.” That helps me. Knowing that everything is always changing. Will you be seeing your daughter soon? I’m sure she’s looking forward to it.",,,,1077372147851513857,https://twitter.com/SarahMillican75/status/1077372147851513857
2018-12-25 01:13:31,SarahMillican75,LPC1231,0,0,4,"Hi, I’m sorry you’re having such a tough time. I know you think everyone is happy at this time of year but that’s what adverts make us think. Most people are just getting through it. You’re not fucked up. You’re just having a shitty time, flower. 1/2",,,,1077371730614779904,https://twitter.com/SarahMillican75/status/1077371730614779904
2018-12-25 00:41:37,SarahMillican75,,240,3712,7268,"Right, lovely Twitter people. I’m off to bed and will see you tomorrow for #joinin should you fancy it. If you’re in a part of the world where it’s already morning, feel free to get started without me. Here’s how it works.pic.twitter.com/frkeZ7tyhR",,,#joinin,1077363699931844608,https://twitter.com/SarahMillican75/status/1077363699931844608
