"","time","length","track","channel","note","notename","velocity","track_name","angle","radius","size"
"1",34000,946,2,0,62,"d'",110,"MELODY",1.05235097582823,62.037037037037,2.43950459877995
"2",35000,732,2,0,64,"e'",110,"MELODY",1.08330247511729,63.8888888888889,2.14591054295827
"3",36000,232,2,0,67,"g'",110,"MELODY",1.11425397440636,66.6666666666667,1.2080921584513
"4",36500,232,2,0,67,"g'",110,"MELODY",1.12972972405089,66.6666666666667,1.2080921584513
"5",37000,438,2,0,67,"g'",110,"MELODY",1.14520547369542,66.6666666666667,1.65994282012349
"6",37500,232,2,0,67,"g'",110,"MELODY",1.16068122333996,66.6666666666667,1.2080921584513
"7",37750,232,2,0,67,"g'",110,"MELODY",1.16841909816222,66.6666666666667,1.2080921584513
"8",38250,232,2,0,67,"g'",110,"MELODY",1.18389484780676,66.6666666666667,1.2080921584513
"9",38500,232,2,0,67,"g'",110,"MELODY",1.19163272262902,66.6666666666667,1.2080921584513
"10",39000,438,2,0,62,"d'",110,"MELODY",1.20710847227355,62.037037037037,1.65994282012349
"11",39500,438,2,0,64,"e'",110,"MELODY",1.22258422191809,63.8888888888889,1.65994282012349
"12",40000,232,2,0,67,"g'",110,"MELODY",1.23805997156262,66.6666666666667,1.2080921584513
"13",40500,232,2,0,67,"g'",110,"MELODY",1.25353572120715,66.6666666666667,1.2080921584513
"14",41000,438,2,0,67,"g'",110,"MELODY",1.26901147085169,66.6666666666667,1.65994282012349
"15",41500,232,2,0,67,"g'",110,"MELODY",1.28448722049622,66.6666666666667,1.2080921584513
"16",41750,232,2,0,67,"g'",110,"MELODY",1.29222509531848,66.6666666666667,1.2080921584513
"17",42250,232,2,0,67,"g'",110,"MELODY",1.30770084496302,66.6666666666667,1.2080921584513
"18",42500,232,2,0,67,"g'",110,"MELODY",1.31543871978528,66.6666666666667,1.2080921584513
"19",43000,482,2,0,62,"d'",110,"MELODY",1.33091446942982,62.037037037037,1.74132402523066
"20",43500,482,2,0,64,"e'",110,"MELODY",1.34639021907435,63.8888888888889,1.74132402523066
"21",44000,232,2,0,67,"g'",110,"MELODY",1.36186596871888,66.6666666666667,1.2080921584513
"22",44500,232,2,0,67,"g'",110,"MELODY",1.37734171836342,66.6666666666667,1.2080921584513
"23",45000,438,2,0,67,"g'",110,"MELODY",1.39281746800795,66.6666666666667,1.65994282012349
"24",45500,232,2,0,67,"g'",110,"MELODY",1.40829321765248,66.6666666666667,1.2080921584513
"25",45750,232,2,0,67,"g'",110,"MELODY",1.41603109247475,66.6666666666667,1.2080921584513
"26",46250,232,2,0,67,"g'",110,"MELODY",1.43150684211928,66.6666666666667,1.2080921584513
"27",46500,232,2,0,67,"g'",110,"MELODY",1.43924471694155,66.6666666666667,1.2080921584513
"28",47000,482,2,0,67,"g'",110,"MELODY",1.45472046658608,66.6666666666667,1.74132402523066
"29",47500,482,2,0,67,"g'",110,"MELODY",1.47019621623061,66.6666666666667,1.74132402523066
"30",48000,654,2,0,66,"f#'",110,"MELODY",1.48567196587514,65.7407407407407,2.02835957777433
"31",50000,946,2,0,62,"d'",110,"MELODY",1.54757496445328,62.037037037037,2.43950459877995
"32",51000,732,2,0,64,"e'",110,"MELODY",1.57852646374234,63.8888888888889,2.14591054295827
"33",52000,232,2,0,67,"g'",110,"MELODY",1.60947796303141,66.6666666666667,1.2080921584513
"34",52500,232,2,0,67,"g'",110,"MELODY",1.62495371267594,66.6666666666667,1.2080921584513
"35",53000,438,2,0,67,"g'",110,"MELODY",1.64042946232047,66.6666666666667,1.65994282012349
"36",53500,232,2,0,67,"g'",110,"MELODY",1.655905211965,66.6666666666667,1.2080921584513
"37",53750,232,2,0,67,"g'",110,"MELODY",1.66364308678727,66.6666666666667,1.2080921584513
"38",54250,232,2,0,67,"g'",110,"MELODY",1.6791188364318,66.6666666666667,1.2080921584513
"39",54500,232,2,0,67,"g'",110,"MELODY",1.68685671125407,66.6666666666667,1.2080921584513
"40",55000,438,2,0,62,"d'",110,"MELODY",1.7023324608986,62.037037037037,1.65994282012349
"41",55500,438,2,0,64,"e'",110,"MELODY",1.71780821054314,63.8888888888889,1.65994282012349
"42",56000,232,2,0,67,"g'",110,"MELODY",1.73328396018767,66.6666666666667,1.2080921584513
"43",56500,232,2,0,67,"g'",110,"MELODY",1.7487597098322,66.6666666666667,1.2080921584513
"44",57000,438,2,0,67,"g'",110,"MELODY",1.76423545947673,66.6666666666667,1.65994282012349
"45",57500,232,2,0,67,"g'",110,"MELODY",1.77971120912127,66.6666666666667,1.2080921584513
"46",57750,232,2,0,67,"g'",110,"MELODY",1.78744908394353,66.6666666666667,1.2080921584513
"47",58250,232,2,0,67,"g'",110,"MELODY",1.80292483358807,66.6666666666667,1.2080921584513
"48",58500,232,2,0,67,"g'",110,"MELODY",1.81066270841033,66.6666666666667,1.2080921584513
"49",59000,482,2,0,62,"d'",110,"MELODY",1.82613845805486,62.037037037037,1.74132402523066
"50",59500,482,2,0,64,"e'",110,"MELODY",1.8416142076994,63.8888888888889,1.74132402523066
"51",60000,232,2,0,67,"g'",110,"MELODY",1.85708995734393,66.6666666666667,1.2080921584513
"52",60500,232,2,0,67,"g'",110,"MELODY",1.87256570698846,66.6666666666667,1.2080921584513
"53",61000,438,2,0,67,"g'",110,"MELODY",1.888041456633,66.6666666666667,1.65994282012349
"54",61500,232,2,0,67,"g'",110,"MELODY",1.90351720627753,66.6666666666667,1.2080921584513
"55",61750,232,2,0,67,"g'",110,"MELODY",1.91125508109979,66.6666666666667,1.2080921584513
"56",62250,232,2,0,67,"g'",110,"MELODY",1.92673083074433,66.6666666666667,1.2080921584513
"57",62500,232,2,0,67,"g'",110,"MELODY",1.93446870556659,66.6666666666667,1.2080921584513
"58",63000,482,2,0,67,"g'",110,"MELODY",1.94994445521113,66.6666666666667,1.74132402523066
"59",63500,482,2,0,67,"g'",110,"MELODY",1.96542020485566,66.6666666666667,1.74132402523066
"60",64000,482,2,0,66,"f#'",110,"MELODY",1.98089595450019,65.7407407407407,1.74132402523066
"61",66000,946,2,0,62,"d'",110,"MELODY",2.04279895307832,62.037037037037,2.43950459877995
"62",67000,732,2,0,64,"e'",110,"MELODY",2.07375045236739,63.8888888888889,2.14591054295827
"63",68000,232,2,0,67,"g'",110,"MELODY",2.10470195165645,66.6666666666667,1.2080921584513
"64",68500,232,2,0,67,"g'",110,"MELODY",2.12017770130099,66.6666666666667,1.2080921584513
"65",69000,438,2,0,67,"g'",110,"MELODY",2.13565345094552,66.6666666666667,1.65994282012349
"66",69500,232,2,0,67,"g'",110,"MELODY",2.15112920059005,66.6666666666667,1.2080921584513
"67",69750,232,2,0,67,"g'",110,"MELODY",2.15886707541232,66.6666666666667,1.2080921584513
"68",70250,232,2,0,67,"g'",110,"MELODY",2.17434282505685,66.6666666666667,1.2080921584513
"69",70500,232,2,0,67,"g'",110,"MELODY",2.18208069987912,66.6666666666667,1.2080921584513
"70",71000,438,2,0,62,"d'",110,"MELODY",2.19755644952365,62.037037037037,1.65994282012349
"71",71500,438,2,0,64,"e'",110,"MELODY",2.21303219916818,63.8888888888889,1.65994282012349
"72",72000,232,2,0,67,"g'",110,"MELODY",2.22850794881272,66.6666666666667,1.2080921584513
"73",72500,232,2,0,67,"g'",110,"MELODY",2.24398369845725,66.6666666666667,1.2080921584513
"74",73000,438,2,0,67,"g'",110,"MELODY",2.25945944810178,66.6666666666667,1.65994282012349
"75",73500,232,2,0,67,"g'",110,"MELODY",2.27493519774631,66.6666666666667,1.2080921584513
"76",73750,232,2,0,67,"g'",110,"MELODY",2.28267307256858,66.6666666666667,1.2080921584513
"77",74250,232,2,0,67,"g'",110,"MELODY",2.29814882221311,66.6666666666667,1.2080921584513
"78",74500,232,2,0,67,"g'",110,"MELODY",2.30588669703538,66.6666666666667,1.2080921584513
"79",75000,482,2,0,62,"d'",110,"MELODY",2.32136244667991,62.037037037037,1.74132402523066
"80",75500,482,2,0,64,"e'",110,"MELODY",2.33683819632445,63.8888888888889,1.74132402523066
"81",76000,232,2,0,67,"g'",110,"MELODY",2.35231394596898,66.6666666666667,1.2080921584513
"82",76500,232,2,0,67,"g'",110,"MELODY",2.36778969561351,66.6666666666667,1.2080921584513
"83",77000,438,2,0,67,"g'",110,"MELODY",2.38326544525804,66.6666666666667,1.65994282012349
"84",77500,232,2,0,67,"g'",110,"MELODY",2.39874119490258,66.6666666666667,1.2080921584513
"85",77750,232,2,0,67,"g'",110,"MELODY",2.40647906972484,66.6666666666667,1.2080921584513
"86",78250,232,2,0,67,"g'",110,"MELODY",2.42195481936938,66.6666666666667,1.2080921584513
"87",78500,232,2,0,67,"g'",110,"MELODY",2.42969269419164,66.6666666666667,1.2080921584513
"88",79000,482,2,0,67,"g'",110,"MELODY",2.44516844383617,66.6666666666667,1.74132402523066
"89",79500,482,2,0,67,"g'",110,"MELODY",2.46064419348071,66.6666666666667,1.74132402523066
"90",80000,482,2,0,66,"f#'",110,"MELODY",2.47611994312524,65.7407407407407,1.74132402523066
"91",82000,946,2,0,62,"d'",110,"MELODY",2.53802294170337,62.037037037037,2.43950459877995
"92",83000,732,2,0,64,"e'",110,"MELODY",2.56897444099244,63.8888888888889,2.14591054295827
"93",84000,232,2,0,67,"g'",110,"MELODY",2.5999259402815,66.6666666666667,1.2080921584513
"94",84500,232,2,0,67,"g'",110,"MELODY",2.61540168992603,66.6666666666667,1.2080921584513
"95",85000,438,2,0,67,"g'",110,"MELODY",2.63087743957057,66.6666666666667,1.65994282012349
"96",85500,232,2,0,67,"g'",110,"MELODY",2.6463531892151,66.6666666666667,1.2080921584513
"97",85750,232,2,0,67,"g'",110,"MELODY",2.65409106403737,66.6666666666667,1.2080921584513
"98",86250,232,2,0,67,"g'",110,"MELODY",2.6695668136819,66.6666666666667,1.2080921584513
"99",86500,232,2,0,67,"g'",110,"MELODY",2.67730468850417,66.6666666666667,1.2080921584513
"100",87000,438,2,0,62,"d'",110,"MELODY",2.6927804381487,62.037037037037,1.65994282012349
"101",87500,438,2,0,64,"e'",110,"MELODY",2.70825618779323,63.8888888888889,1.65994282012349
"102",88000,232,2,0,67,"g'",110,"MELODY",2.72373193743776,66.6666666666667,1.2080921584513
"103",88500,232,2,0,67,"g'",110,"MELODY",2.7392076870823,66.6666666666667,1.2080921584513
"104",89000,438,2,0,67,"g'",110,"MELODY",2.75468343672683,66.6666666666667,1.65994282012349
"105",89500,232,2,0,67,"g'",110,"MELODY",2.77015918637136,66.6666666666667,1.2080921584513
"106",89750,232,2,0,67,"g'",110,"MELODY",2.77789706119363,66.6666666666667,1.2080921584513
"107",90250,232,2,0,67,"g'",110,"MELODY",2.79337281083816,66.6666666666667,1.2080921584513
"108",90500,232,2,0,67,"g'",110,"MELODY",2.80111068566043,66.6666666666667,1.2080921584513
"109",91000,482,2,0,62,"d'",110,"MELODY",2.81658643530496,62.037037037037,1.74132402523066
"110",91500,482,2,0,64,"e'",110,"MELODY",2.83206218494949,63.8888888888889,1.74132402523066
"111",92000,232,2,0,67,"g'",110,"MELODY",2.84753793459403,66.6666666666667,1.2080921584513
"112",92500,232,2,0,67,"g'",110,"MELODY",2.86301368423856,66.6666666666667,1.2080921584513
"113",93000,438,2,0,67,"g'",110,"MELODY",2.87848943388309,66.6666666666667,1.65994282012349
"114",93500,232,2,0,67,"g'",110,"MELODY",2.89396518352762,66.6666666666667,1.2080921584513
"115",93750,232,2,0,67,"g'",110,"MELODY",2.90170305834989,66.6666666666667,1.2080921584513
"116",94250,232,2,0,67,"g'",110,"MELODY",2.91717880799442,66.6666666666667,1.2080921584513
"117",94500,232,2,0,67,"g'",110,"MELODY",2.92491668281669,66.6666666666667,1.2080921584513
"118",95000,482,2,0,67,"g'",110,"MELODY",2.94039243246122,66.6666666666667,1.74132402523066
"119",95500,482,2,0,67,"g'",110,"MELODY",2.95586818210576,66.6666666666667,1.74132402523066
"120",96000,482,2,0,66,"f#'",110,"MELODY",2.97134393175029,65.7407407407407,1.74132402523066
"121",98000,946,2,0,62,"d'",110,"MELODY",3.03324693032842,62.037037037037,2.43950459877995
"122",99000,732,2,0,64,"e'",110,"MELODY",3.06419842961748,63.8888888888889,2.14591054295827
"123",1e+05,232,2,0,67,"g'",110,"MELODY",3.09514992890655,66.6666666666667,1.2080921584513
"124",100500,232,2,0,67,"g'",110,"MELODY",3.11062567855108,66.6666666666667,1.2080921584513
"125",101000,438,2,0,67,"g'",110,"MELODY",3.12610142819562,66.6666666666667,1.65994282012349
"126",101500,232,2,0,67,"g'",110,"MELODY",3.14157717784015,66.6666666666667,1.2080921584513
"127",101750,232,2,0,67,"g'",110,"MELODY",3.14931505266242,66.6666666666667,1.2080921584513
"128",102250,232,2,0,67,"g'",110,"MELODY",3.16479080230695,66.6666666666667,1.2080921584513
"129",102500,232,2,0,67,"g'",110,"MELODY",3.17252867712921,66.6666666666667,1.2080921584513
"130",103000,438,2,0,62,"d'",110,"MELODY",3.18800442677375,62.037037037037,1.65994282012349
"131",103500,438,2,0,64,"e'",110,"MELODY",3.20348017641828,63.8888888888889,1.65994282012349
"132",104000,232,2,0,67,"g'",110,"MELODY",3.21895592606281,66.6666666666667,1.2080921584513
"133",104500,232,2,0,67,"g'",110,"MELODY",3.23443167570735,66.6666666666667,1.2080921584513
"134",105000,438,2,0,67,"g'",110,"MELODY",3.24990742535188,66.6666666666667,1.65994282012349
"135",105500,232,2,0,67,"g'",110,"MELODY",3.26538317499641,66.6666666666667,1.2080921584513
"136",105750,232,2,0,67,"g'",110,"MELODY",3.27312104981868,66.6666666666667,1.2080921584513
"137",106250,232,2,0,67,"g'",110,"MELODY",3.28859679946321,66.6666666666667,1.2080921584513
"138",106500,232,2,0,67,"g'",110,"MELODY",3.29633467428548,66.6666666666667,1.2080921584513
"139",107000,482,2,0,62,"d'",110,"MELODY",3.31181042393001,62.037037037037,1.74132402523066
"140",107500,482,2,0,64,"e'",110,"MELODY",3.32728617357454,63.8888888888889,1.74132402523066
"141",108000,232,2,0,67,"g'",110,"MELODY",3.34276192321907,66.6666666666667,1.2080921584513
"142",108500,232,2,0,67,"g'",110,"MELODY",3.35823767286361,66.6666666666667,1.2080921584513
"143",109000,438,2,0,67,"g'",110,"MELODY",3.37371342250814,66.6666666666667,1.65994282012349
"144",109500,232,2,0,67,"g'",110,"MELODY",3.38918917215267,66.6666666666667,1.2080921584513
"145",109750,232,2,0,67,"g'",110,"MELODY",3.39692704697494,66.6666666666667,1.2080921584513
"146",110250,232,2,0,67,"g'",110,"MELODY",3.41240279661947,66.6666666666667,1.2080921584513
"147",110500,232,2,0,67,"g'",110,"MELODY",3.42014067144174,66.6666666666667,1.2080921584513
"148",111000,482,2,0,67,"g'",110,"MELODY",3.43561642108627,66.6666666666667,1.74132402523066
"149",111500,482,2,0,67,"g'",110,"MELODY",3.4510921707308,66.6666666666667,1.74132402523066
"150",112000,482,2,0,66,"f#'",110,"MELODY",3.46656792037534,65.7407407407407,1.74132402523066
"151",114000,946,2,0,62,"d'",110,"MELODY",3.52847091895347,62.037037037037,2.43950459877995
"152",115000,732,2,0,64,"e'",110,"MELODY",3.55942241824253,63.8888888888889,2.14591054295827
"153",116000,232,2,0,67,"g'",110,"MELODY",3.5903739175316,66.6666666666667,1.2080921584513
"154",116500,232,2,0,67,"g'",110,"MELODY",3.60584966717613,66.6666666666667,1.2080921584513
"155",117000,438,2,0,67,"g'",110,"MELODY",3.62132541682066,66.6666666666667,1.65994282012349
"156",117500,232,2,0,67,"g'",110,"MELODY",3.6368011664652,66.6666666666667,1.2080921584513
"157",117750,232,2,0,67,"g'",110,"MELODY",3.64453904128746,66.6666666666667,1.2080921584513
"158",118250,232,2,0,67,"g'",110,"MELODY",3.660014790932,66.6666666666667,1.2080921584513
"159",118500,232,2,0,67,"g'",110,"MELODY",3.66775266575426,66.6666666666667,1.2080921584513
"160",119000,438,2,0,62,"d'",110,"MELODY",3.6832284153988,62.037037037037,1.65994282012349
"161",119500,438,2,0,64,"e'",110,"MELODY",3.69870416504333,63.8888888888889,1.65994282012349
"162",120000,232,2,0,67,"g'",110,"MELODY",3.71417991468786,66.6666666666667,1.2080921584513
"163",120500,232,2,0,67,"g'",110,"MELODY",3.72965566433239,66.6666666666667,1.2080921584513
"164",121000,438,2,0,67,"g'",110,"MELODY",3.74513141397693,66.6666666666667,1.65994282012349
"165",121500,232,2,0,67,"g'",110,"MELODY",3.76060716362146,66.6666666666667,1.2080921584513
"166",121750,232,2,0,67,"g'",110,"MELODY",3.76834503844373,66.6666666666667,1.2080921584513
"167",122250,232,2,0,67,"g'",110,"MELODY",3.78382078808826,66.6666666666667,1.2080921584513
"168",122500,232,2,0,67,"g'",110,"MELODY",3.79155866291052,66.6666666666667,1.2080921584513
"169",123000,482,2,0,62,"d'",110,"MELODY",3.80703441255506,62.037037037037,1.74132402523066
"170",123500,482,2,0,64,"e'",110,"MELODY",3.82251016219959,63.8888888888889,1.74132402523066
"171",124000,232,2,0,67,"g'",110,"MELODY",3.83798591184412,66.6666666666667,1.2080921584513
"172",124500,232,2,0,67,"g'",110,"MELODY",3.85346166148866,66.6666666666667,1.2080921584513
"173",125000,438,2,0,67,"g'",110,"MELODY",3.86893741113319,66.6666666666667,1.65994282012349
"174",125500,232,2,0,67,"g'",110,"MELODY",3.88441316077772,66.6666666666667,1.2080921584513
"175",125750,232,2,0,67,"g'",110,"MELODY",3.89215103559999,66.6666666666667,1.2080921584513
"176",126250,232,2,0,67,"g'",110,"MELODY",3.90762678524452,66.6666666666667,1.2080921584513
"177",126500,232,2,0,67,"g'",110,"MELODY",3.91536466006679,66.6666666666667,1.2080921584513
"178",127000,482,2,0,67,"g'",110,"MELODY",3.93084040971132,66.6666666666667,1.74132402523066
"179",127500,482,2,0,67,"g'",110,"MELODY",3.94631615935585,66.6666666666667,1.74132402523066
"180",128000,482,2,0,66,"f#'",110,"MELODY",3.96179190900038,65.7407407407407,1.74132402523066
"181",130000,946,2,0,63,"d#'",110,"MELODY",4.02369490757852,62.962962962963,2.43950459877995
"182",131000,732,2,0,65,"f'",110,"MELODY",4.05464640686758,64.8148148148148,2.14591054295827
"183",132000,232,2,0,68,"g#'",110,"MELODY",4.08559790615665,67.5925925925926,1.2080921584513
"184",132500,232,2,0,68,"g#'",110,"MELODY",4.10107365580118,67.5925925925926,1.2080921584513
"185",133000,438,2,0,68,"g#'",110,"MELODY",4.11654940544571,67.5925925925926,1.65994282012349
"186",133500,232,2,0,68,"g#'",110,"MELODY",4.13202515509025,67.5925925925926,1.2080921584513
"187",133750,232,2,0,68,"g#'",110,"MELODY",4.13976302991251,67.5925925925926,1.2080921584513
"188",134250,232,2,0,68,"g#'",110,"MELODY",4.15523877955704,67.5925925925926,1.2080921584513
"189",134500,232,2,0,68,"g#'",110,"MELODY",4.16297665437931,67.5925925925926,1.2080921584513
"190",135000,438,2,0,63,"d#'",110,"MELODY",4.17845240402384,62.962962962963,1.65994282012349
"191",135500,438,2,0,65,"f'",110,"MELODY",4.19392815366838,64.8148148148148,1.65994282012349
"192",136000,232,2,0,68,"g#'",110,"MELODY",4.20940390331291,67.5925925925926,1.2080921584513
"193",136500,232,2,0,68,"g#'",110,"MELODY",4.22487965295744,67.5925925925926,1.2080921584513
"194",137000,438,2,0,68,"g#'",110,"MELODY",4.24035540260197,67.5925925925926,1.65994282012349
"195",137500,232,2,0,68,"g#'",110,"MELODY",4.25583115224651,67.5925925925926,1.2080921584513
"196",137750,232,2,0,68,"g#'",110,"MELODY",4.26356902706877,67.5925925925926,1.2080921584513
"197",138250,232,2,0,68,"g#'",110,"MELODY",4.27904477671331,67.5925925925926,1.2080921584513
"198",138500,232,2,0,68,"g#'",110,"MELODY",4.28678265153557,67.5925925925926,1.2080921584513
"199",139000,482,2,0,63,"d#'",110,"MELODY",4.3022584011801,62.962962962963,1.74132402523066
"200",139500,482,2,0,65,"f'",110,"MELODY",4.31773415082464,64.8148148148148,1.74132402523066
"201",140000,232,2,0,68,"g#'",110,"MELODY",4.33320990046917,67.5925925925926,1.2080921584513
"202",140500,232,2,0,68,"g#'",110,"MELODY",4.3486856501137,67.5925925925926,1.2080921584513
"203",141000,438,2,0,68,"g#'",110,"MELODY",4.36416139975824,67.5925925925926,1.65994282012349
"204",141500,232,2,0,68,"g#'",110,"MELODY",4.37963714940277,67.5925925925926,1.2080921584513
"205",141750,232,2,0,68,"g#'",110,"MELODY",4.38737502422503,67.5925925925926,1.2080921584513
"206",142250,232,2,0,68,"g#'",110,"MELODY",4.40285077386957,67.5925925925926,1.2080921584513
"207",142500,232,2,0,68,"g#'",110,"MELODY",4.41058864869183,67.5925925925926,1.2080921584513
"208",143000,482,2,0,75,"d#''",110,"MELODY",4.42606439833637,74.0740740740741,1.74132402523066
"209",143500,482,2,0,72,"c''",110,"MELODY",4.4415401479809,71.2962962962963,1.74132402523066
"210",144000,732,2,0,70,"a#'",110,"MELODY",4.45701589762543,69.4444444444444,2.14591054295827
"211",150000,946,2,0,63,"d#'",110,"MELODY",4.64272489335983,62.962962962963,2.43950459877995
"212",151000,732,2,0,65,"f'",110,"MELODY",4.67367639264889,64.8148148148148,2.14591054295827
"213",152000,232,2,0,68,"g#'",110,"MELODY",4.70462789193796,67.5925925925926,1.2080921584513
"214",152500,232,2,0,68,"g#'",110,"MELODY",4.72010364158249,67.5925925925926,1.2080921584513
"215",153000,438,2,0,68,"g#'",110,"MELODY",4.73557939122702,67.5925925925926,1.65994282012349
"216",153500,232,2,0,68,"g#'",110,"MELODY",4.75105514087155,67.5925925925926,1.2080921584513
"217",153750,232,2,0,68,"g#'",110,"MELODY",4.75879301569382,67.5925925925926,1.2080921584513
"218",154250,232,2,0,68,"g#'",110,"MELODY",4.77426876533835,67.5925925925926,1.2080921584513
"219",154500,232,2,0,68,"g#'",110,"MELODY",4.78200664016062,67.5925925925926,1.2080921584513
"220",155000,438,2,0,63,"d#'",110,"MELODY",4.79748238980515,62.962962962963,1.65994282012349
"221",155500,438,2,0,65,"f'",110,"MELODY",4.81295813944969,64.8148148148148,1.65994282012349
"222",156000,232,2,0,68,"g#'",110,"MELODY",4.82843388909422,67.5925925925926,1.2080921584513
"223",156500,232,2,0,68,"g#'",110,"MELODY",4.84390963873875,67.5925925925926,1.2080921584513
"224",157000,438,2,0,68,"g#'",110,"MELODY",4.85938538838328,67.5925925925926,1.65994282012349
"225",157500,232,2,0,68,"g#'",110,"MELODY",4.87486113802782,67.5925925925926,1.2080921584513
"226",157750,232,2,0,68,"g#'",110,"MELODY",4.88259901285008,67.5925925925926,1.2080921584513
"227",158250,232,2,0,68,"g#'",110,"MELODY",4.89807476249462,67.5925925925926,1.2080921584513
"228",158500,232,2,0,68,"g#'",110,"MELODY",4.90581263731688,67.5925925925926,1.2080921584513
"229",159000,482,2,0,63,"d#'",110,"MELODY",4.92128838696142,62.962962962963,1.74132402523066
"230",159500,482,2,0,65,"f'",110,"MELODY",4.93676413660595,64.8148148148148,1.74132402523066
"231",160000,232,2,0,68,"g#'",110,"MELODY",4.95223988625048,67.5925925925926,1.2080921584513
"232",160500,232,2,0,68,"g#'",110,"MELODY",4.96771563589501,67.5925925925926,1.2080921584513
"233",161000,438,2,0,68,"g#'",110,"MELODY",4.98319138553955,67.5925925925926,1.65994282012349
"234",161500,232,2,0,68,"g#'",110,"MELODY",4.99866713518408,67.5925925925926,1.2080921584513
"235",161750,232,2,0,68,"g#'",110,"MELODY",5.00640501000635,67.5925925925926,1.2080921584513
"236",162250,232,2,0,68,"g#'",110,"MELODY",5.02188075965088,67.5925925925926,1.2080921584513
"237",162500,232,2,0,68,"g#'",110,"MELODY",5.02961863447314,67.5925925925926,1.2080921584513
"238",163000,482,2,0,68,"g#'",110,"MELODY",5.04509438411768,67.5925925925926,1.74132402523066
"239",163500,482,2,0,68,"g#'",110,"MELODY",5.06057013376221,67.5925925925926,1.74132402523066
"240",164000,482,2,0,67,"g'",110,"MELODY",5.07604588340674,66.6666666666667,1.74132402523066
"241",166000,946,2,0,63,"d#'",110,"MELODY",5.13794888198487,62.962962962963,2.43950459877995
"242",167000,732,2,0,65,"f'",110,"MELODY",5.16890038127394,64.8148148148148,2.14591054295827
"243",168000,232,2,0,68,"g#'",110,"MELODY",5.199851880563,67.5925925925926,1.2080921584513
"244",168500,232,2,0,68,"g#'",110,"MELODY",5.21532763020754,67.5925925925926,1.2080921584513
"245",169000,438,2,0,68,"g#'",110,"MELODY",5.23080337985207,67.5925925925926,1.65994282012349
"246",169500,232,2,0,68,"g#'",110,"MELODY",5.2462791294966,67.5925925925926,1.2080921584513
"247",169750,232,2,0,68,"g#'",110,"MELODY",5.25401700431887,67.5925925925926,1.2080921584513
"248",170250,232,2,0,68,"g#'",110,"MELODY",5.2694927539634,67.5925925925926,1.2080921584513
"249",170500,232,2,0,68,"g#'",110,"MELODY",5.27723062878567,67.5925925925926,1.2080921584513
"250",171000,438,2,0,63,"d#'",110,"MELODY",5.2927063784302,62.962962962963,1.65994282012349
"251",171500,438,2,0,65,"f'",110,"MELODY",5.30818212807473,64.8148148148148,1.65994282012349
"252",172000,232,2,0,68,"g#'",110,"MELODY",5.32365787771927,67.5925925925926,1.2080921584513
"253",172500,232,2,0,68,"g#'",110,"MELODY",5.3391336273638,67.5925925925926,1.2080921584513
"254",173000,438,2,0,68,"g#'",110,"MELODY",5.35460937700833,67.5925925925926,1.65994282012349
"255",173500,232,2,0,68,"g#'",110,"MELODY",5.37008512665286,67.5925925925926,1.2080921584513
"256",173750,232,2,0,68,"g#'",110,"MELODY",5.37782300147513,67.5925925925926,1.2080921584513
"257",174250,232,2,0,68,"g#'",110,"MELODY",5.39329875111966,67.5925925925926,1.2080921584513
"258",174500,232,2,0,68,"g#'",110,"MELODY",5.40103662594193,67.5925925925926,1.2080921584513
"259",175000,482,2,0,63,"d#'",110,"MELODY",5.41651237558646,62.962962962963,1.74132402523066
"260",175500,482,2,0,65,"f'",110,"MELODY",5.43198812523099,64.8148148148148,1.74132402523066
"261",176000,232,2,0,68,"g#'",110,"MELODY",5.44746387487553,67.5925925925926,1.2080921584513
"262",176500,232,2,0,68,"g#'",110,"MELODY",5.46293962452006,67.5925925925926,1.2080921584513
"263",177000,438,2,0,68,"g#'",110,"MELODY",5.47841537416459,67.5925925925926,1.65994282012349
"264",177500,232,2,0,68,"g#'",110,"MELODY",5.49389112380913,67.5925925925926,1.2080921584513
"265",177750,232,2,0,68,"g#'",110,"MELODY",5.50162899863139,67.5925925925926,1.2080921584513
"266",178250,232,2,0,68,"g#'",110,"MELODY",5.51710474827593,67.5925925925926,1.2080921584513
"267",178500,232,2,0,68,"g#'",110,"MELODY",5.52484262309819,67.5925925925926,1.2080921584513
"268",179000,482,2,0,72,"c''",110,"MELODY",5.54031837274273,71.2962962962963,1.74132402523066
"269",179500,482,2,0,70,"a#'",110,"MELODY",5.55579412238726,69.4444444444444,1.74132402523066
"270",180000,482,2,0,72,"c''",110,"MELODY",5.57126987203179,71.2962962962963,1.74132402523066
"271",189000,946,2,0,62,"d'",110,"MELODY",5.84983336563338,62.037037037037,2.43950459877995
"272",190000,732,2,0,64,"e'",110,"MELODY",5.88078486492245,63.8888888888889,2.14591054295827
"273",191000,232,2,0,67,"g'",110,"MELODY",5.91173636421151,66.6666666666667,1.2080921584513
"274",191500,232,2,0,67,"g'",110,"MELODY",5.92721211385604,66.6666666666667,1.2080921584513
"275",192000,438,2,0,67,"g'",110,"MELODY",5.94268786350058,66.6666666666667,1.65994282012349
"276",192500,232,2,0,67,"g'",110,"MELODY",5.95816361314511,66.6666666666667,1.2080921584513
"277",192750,232,2,0,67,"g'",110,"MELODY",5.96590148796738,66.6666666666667,1.2080921584513
"278",193250,232,2,0,67,"g'",110,"MELODY",5.98137723761191,66.6666666666667,1.2080921584513
